ds,yhat
2024-01-01,120.36928574813142
2025-01-01,1.1414822555967419
2026-01-01,50.235589231127165
2027-01-01,99.66371556030391
2028-01-01,149.3739304947586
2029-01-01,30.146127002160938
2030-01-01,79.24023397727825
2031-01-01,128.66836030673963
2032-01-01,178.37857524116475
2033-01-01,59.15077174833155
