ds,yhat,yhat_lower,yhat_upper,Land_Cover_Type
2024-01-01,0.7154318352219474,-0.3430050001805344,1.826070008068785,Deciduous Needleleaf Forest
2025-01-01,0.6769981988483091,-0.45754841016506126,1.7190761597002613,Deciduous Needleleaf Forest
2026-01-01,0.7598306357584432,-0.27114972632563933,1.8052741408468804,Deciduous Needleleaf Forest
2027-01-01,0.8289204432482307,-0.22153425580973116,1.8426707320853681,Deciduous Needleleaf Forest
2028-01-01,0.8842336165896478,-0.11887769724438553,1.8979587033295366,Deciduous Needleleaf Forest
2029-01-01,0.8457999802162286,-0.25180509805874973,1.8088800348707517,Deciduous Needleleaf Forest
2030-01-01,0.9286324171259268,-0.21466714977925472,1.918570390676542,Deciduous Needleleaf Forest
2031-01-01,0.9977222246159088,-0.026236185570881636,2.1095578362426353,Deciduous Needleleaf Forest
2032-01-01,1.0530353979571665,0.016697233799124044,2.1618131172011417,Deciduous Needleleaf Forest
2033-01-01,1.0146017615835634,-0.01868184233535257,2.0575962770783964,Deciduous Needleleaf Forest
